i want a restaurant in the unintelligible that serves belgium food	inform(type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant	inform(pricerange,task,type)
expensive restaurant	inform(pricerange,type)
im looking for a restaurant in the east part of town	inform(area,task,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
cheap restaurant	inform(pricerange,type)
west	inform(area)
sil	null()
i need a restaurant in the east part of town	inform(area,type)
uh im looking for a moderately priced restaurant serving	inform(pricerange,task,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
what is there in the north	inform(area)
moderately priced restaurant in the north part of town	inform(area,pricerange,type)
restaurant in south part of town serves	inform(area,type)
im	null()
im looking for world food	inform(food,task)
i would like a restaurant in the west part of town that serves cuban food	inform(area,food,type)
im looking for polynesian food	inform(food,task)
cuban food	inform(food)
expensive restaurant	inform(pricerange,type)
im looking for a restaurant in the north	inform(area,task,type)
im looking for a cheap restaurant in the	inform(pricerange,task,type)
looking for a restaurant in the center part of town	inform(area,type)
im looking for a moderate priced restaurant in the south part	inform(area,pricerange,task,type)
im looking for scandinavian food	inform(food,task)
im looking for restaurants in the east part of town	inform(area,task,type)
okay looking for a cheap restaurant serving caribbean food	inform(food,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
cheap	inform(pricerange)
noise	null()
im looking for an expensive restaurant in the south part of	inform(area,pricerange,task,type)
expensive restaurant in the south part of town	inform(area,pricerange,type)
unintelligible	null()
danish food	inform(food)
looking for an expensive restaurant in the east part of town	inform(area,pricerange,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
expensive restaurant south part of town	inform(area,pricerange,type)
sil	null()
im looking for a restaurant in the east part of town that serves belgium food	inform(area,food,task,type)
belgium	inform(food)
i want to find an expensive restaurant on the east part of town	inform(area,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
moderate restaurant catalan food	inform(food,pricerange,type)
unintelligible	null()
im looking for a restaurant that serves german food	inform(food,task,type)
i would like to find a restaurant	inform(type)
indian food	inform(food)
im looking for a cheap restaurant on the north side of town	inform(area,pricerange,task,type)
moderately priced	inform(pricerange)
looking for a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
noise	null()
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant in the north of	inform(area,pricerange,task,type)
cheap	inform(pricerange)
west part of town creative food	inform(area,food)
find restaurant in north part of town serving fusion food	inform(area,food,type)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
expensive restaurant	inform(pricerange,type)
sil	null()
pub food cherry hinton	inform(area,food)
sil	null()
