	x	y
3301	fresno, please	location
3302	i need to find a parking garage with no traffic in the route.	poi_type&traffic_info
3303	find me the closest coffee shop on the map	distance&poi_type
3304	set a reminder for yoga next month on the 13th at 6pm with my mom.	date&event&party&time
3305	is there a parking garage near?	distance&poi_type
3306	is there any traffic on the way?	traffic_info
3307	i have a doctor's appointment to get a tooth removed and i have to go	event
3308	what's the weather like on my drive today	date
3309	i want to know if it will be humid in manhattan today.	date&location&weather_attribute
3310	car, remind me to take my medicine at 11 am, with jeff.	event&party&time
3311	remind me about my optometrist appointment on thursday with my brother	date&event&party
3312	set a reminder for me to take my medicine at 10am when i meet with my sister at the end of march.	date&event&party&time
3313	what is the weather like today and tomorrow	date
3314	in compton, please tell me if it will be humid.	location&weather_attribute
3315	what is the date and time of the meeting	event
3316	where can i get coffee	poi_type
3317	find me a nearby tea or coffee shop	distance&poi_type
3318	pick a route with no traffic and let's go there, thank you!	poi&traffic_info
3319	tell me when i have yoga class	event
3320	remind me about my doctor appointment at 9 am today, my sister is coming.	date&event&party&time
3321	when am i supposed to swim tomorrow	time
3322	set a reminder for a meeting with my boss on the 12th of this month at 10am to discuss the budget.	agenda&date&event&time
3323	give me directions to the local starbucks	poi
3324	some other kind of coffee or tea place within 3 miles and with no traffic?	distance&poi_type&traffic_info
3325	send me to the nearest gas station	distance&poi_type
3326	where can i get chinese food?	poi_type
3327	oh no is there any other options?	poi_type
3328	what's the forecast for the city this week	date&location
3329	mountain view	date&location&weather_attribute
3330	is it going to rain in the next 7 days	date&weather_attribute
3331	danville	date&location&weather_attribute
3332	directions to nearest grocery store	distance&poi
3333	that's good! let's go and pick a route with no traffic please	traffic_info
3334	what is my adress?	poi_type
3335	what's the weather in alameda now?	date&location
3336	set reminder for yoga classes on the 12th of this month	date&event
3337	will it be dry in durham today?	date&location&weather_attribute
3338	what is the weather like today	date
3339	for menlo park please. 	date&location
3340	what is the weather going to be like today and tomorrow	date
3341	im in brentwood, i want to know if there will be frost today or tomorrow	date&location&weather_attribute
3342	i need to know when my football activity is and with whom. 	event
3343	please show me the weekly weather report	date
3344	i would like to know the weekly weather for mountain view please. 	date&location
3345	is there going to be snow in boston on monday? 	date&location&weather_attribute
3346	hi, i need to know some information about my upcoming conference, specifically, when and where it will take place, and what will be on the agenda. 	event
3347	find nearby parking areas	distance&poi_type
3348	will it be raining in the next 7 days	date&weather_attribute
3349	mountain view.	location
3350	is it gonna drizzle in durham during the week?	date&location&weather_attribute
3351	will the weather be cloudy next week	date&weather_attribute
3352	new york thanks	date&location&weather_attribute
3353	what is the highest temperature in new york right now	date&location&weather_attribute
3354	tell me the weather report for tuesday in san mateo	date&location
3355	where's the nearest produce stand	distance&poi_type
3356	yes please.	poi
3357	navigate to the nearest place to get coffee	distance&poi_type
3358	where can i get gas?	poi_type
3359	show me traffic for going home	poi
3360	no, thanks, i remember it, just avoid all heavy traffic and show me the route on screen	traffic_info
3361	i have a dinner on tuesday	date&event
3362	it is at 3pm	time
3363	the dinner will be with jon.	event&party
3364	schedule me a meeting today at 3pm, with management to onboard new members.	agenda&date&event&party&time
3365	car find me a local chinese restaurant with the fastest route.	distance&poi_type
3366	please send it on my screen along with the fastest route, thank you!	distance
3367	what is the weather forecast for wednesday through tuesday of next week	date
3368	will you find out if it will be cloudy in new york on tuesday please	date&location&weather_attribute
3369	find out the date and time for my dentist appointment	event
3370	show directions for the nearest grocery store	distance&poi_type
3371	perfect, give me the address.	address
3372	tell me how hot it's going to be in the forecast for the weather	weather_attribute
3373	give me the info for carson tomorrow	date&location
3374	can you please take me to a coffee house	poi_type
3375	is there any other coffee shop near me?	distance&poi_type
3376	what time is my swimming activity and who is going to be attending?	event
3377	tell me the time and date that my next tennis game is scheduled at	event
3378	remind me about my optometrist appointment on thursday at 11 am, my aunt is coming	date&event&party&time
3379	what is the weather like in danville next week?	date&location
3380	the weekly forecast please	location
3381	is it gonna be humid in inglewood during the next week?	date&location&weather_attribute
3382	which one will be the temperature in compton today and tomorrow?	date&location&weather_attribute
3383	i have to go grocery shopping can you give me directions to the nearest grocery store	distance&poi
3384	pick a quick route to go there and send the address on my map please!	address
3385	will it be stormy this weekend in cleveland?	date&location&weather_attribute
3386	what's the weather going to be like today and tomorrow	date
3387	will it be raining in inglewood today or tomorrow?	date&location&weather_attribute
3388	please, set a reminder for a meeting at 1pm with hr to sign the nda!	agenda&event&party&time
3389	find me the closest coffee shop on the map	distance&poi_type
3390	where is there pizza?	poi_type
3391	which is faster to get to?	distance
3392	what's the weekly forecast	date&weather_attribute
3393	i want to know if it will drizzle in cleveland this week	date&location&weather_attribute
3394	redwood city, what's the forecast for today and tomorrow?	date&location&weather_attribute
3395	remind me that i have a meeting at work on the 12th at 5 pm in conference room 100	date&event&room&time
3396	schedule a conference with the executive team at 5 pm on the 6th .	date&event&party&time
3397	will it be frost in alhambra in next 48 hours?	date&location&weather_attribute
3398	on friday will there be clear skies in oakland?	date&location&weather_attribute
3399	what is the local weather forecast for this week	date&location
3400	what is the lowest temperature in danville this week?	date&location&weather_attribute
3401	find me the nearest grocery store	distance&poi_type
3402	schedule a swimming activity with alex for the 13th at 1pm.	date&event&party&time
3403	where is the closest rest stop?	distance&poi_type
3404	set a reminder for lab work on the 12th	date&event
3405	check doctor's appointment date	event&time
3406	will it drizzle in redwood city on tuesday?	date&location&weather_attribute
3407	is it going to be humid in camarillo on tuesday?	date&location&weather_attribute
3408	take me to the nearest cafe	distance&poi_type
3409	let's go to peets coffee. 	distance&poi&poi_type
3410	what time is the tennis activity and who is attending?	event
3411	search for nearby starbucks	distance&poi_type
3412	is there another coffee place within 4 miles?	distance&poi_type
3413	give me directions to philz please.	poi
3414	can you give me directions to a fast food place that serves pizza	poi_type
3415	yes please.	poi
3416	is it the nearest to my current location?	distance
3417	is there no traffic on the route to pizza my heart?	poi&traffic_info
3418	is there a nearby pizza place with no traffic on the way?	traffic_info
3419	set a reminder for dinner at 7pm on the 6th with my brother.	date&event&party&time
3420	is it gonna be hot in atherton today and tomorrow?	date&location&weather_attribute
3421	what time do the lab results come in	event
3422	will it hail in brentwood?	location&weather_attribute
3423	get me directions to the closest starbucks	distance&poi
3424	how about any coffee shop.	poi
3425	find the nearest gas station near my location.	poi_type
3426	get me the address to it.	address&poi
3427	where can i get groceries?	poi_type
3428	is that the nearest grocery shop?	distance&poi_type
3429	will there be rain in grand rapids on tuesday? 	date&location&weather_attribute
3430	what is the weather next week	date
3431	inglewood	location
3432	what is the date and time of my next swimming activity?	event
3433	the one on the 8th.	date&event
3434	car what is the weather going to be like in the next several days	date
3435	san francisco	location
3436	tuesday please.	date
3437	car is there any grocery store near me?	distance&poi_type
3438	which has less traffic?	traffic_info
3439	get me the address of a coffee or tea place around me that has no traffic	poi_type&traffic_info
3440	can you schedule a football game next month on the 13th?	date&event
3441	at 6 pm and alex will be going.	party&time
3442	remind me when my next doctor's appointment is	event
3443	does the local forecasts say it'll be cloudy	weather_attribute
3444	compton, it it gonna be cloudy on monday?	date&location&weather_attribute
3445	any pizza close?	poi_type
3446	what time is my dinner reservation	event
3447	give me the weather for next week	date
3448	exeter please.	location
3449	give me the full weekly weather forecast	date
3450	i need to know the weekly forecast for inglewood, and i especially need to know if it will be foggy. 	date&location&weather_attribute
3451	set a reminder for the lab request on 12th	date&event
3452	that will do, thanks. 	date&event
3453	what is the date for my doctor appointment and who is attending?	event
3454	show me this week's forecast	date
3455	i want to know if there will be frost in downtown chicago this week.	date&location&weather_attribute
3456	what is the weather today	date
3457	menlo park.	location
3458	show me the way to some chinese food	poi_type
3459	it sounds good! please show me the address and the fastest route to go there, thank you!	distance
3460	set a reminder to take medicine at 9am on the 12th of this month with alex.	date&event&party&time
3461	will there be any frost in fresno this week?	date&location&weather_attribute
3462	get me directions to a local cafe	poi_type
3463	do you have the quickest route available?	distance
3464	is it supposed to rain this week	date&weather_attribute
3465	san francisco	location
3466	what is the date of my next doctor appointment and who will be attending?	event
3467	where can a girl get some pizza around here?	distance&poi_type
3468	please give me the address and directions via the route that avoids all heavy traffic to pizza chicago.	poi&traffic_info
3469	i want coffee.	poi_type
3470	tell me about the one near my current location	distance
3471	then pick the fastest route and let's go there, thank you!	distance&poi
3472	what is the date and time of my next exercise class	event
3473	schedule a conference with the boss on the 2nd at 2pm.	date&event&party&time
3474	i'd love to go shopping are there any malls nearby	distance&poi_type
3475	then let's go there, thank you, please pick a quick route for me	distance&poi
3476	tell me the closest place to get a cup of hot tea	distance&poi_type
3477	please pick a route with no traffic and send me the address on screen, thank you!	poi&traffic_info
3478	when should i take my medicine next	agenda&date&time
3479	will there be dew in durham tomorrow? 	date&location&weather_attribute
3480	schedule my tennis class	event
3481	what is the agenda of my meeting today	event
3482	thanks	agenda&date&event
3483	is it gonna be windy in camarillo on sunday?	date&location&weather_attribute
3484	what is the address for my house? 	address&poi
3485	tell me the fastest route there	distance
3486	where is the nearest rest stop?	distance&poi_type
3487	could you please show me the quickest route to get there?	distance
3488	can you give me directions to the nearest starbucks	distance&poi
3489	how about the address to any coffee shop.	poi_type
3490	the one with the quickest route.	distance
3491	okay, give me the address to philz and set navigation to find the quickest route there.	distance&poi
3492	find a gas station that is not farther than 3 miles away.	distance&poi_type
3493	ok, where is it and i need a quick route there.	distance
3494	address for starbucks please. 	poi
3495	which one is it the fastest route to go there? could you show it on my map?	traffic_info
3496	schedule a tennis match for 3pm this week with jeff.	date&event&party&time
3497	when is my doctors appointment and who is going?	event
3498	will it rain next week	date&weather_attribute
3499	i need to know about carson please. 	date&location&weather_attribute
3500	does the forecast say it will snow	weather_attribute
3501	san jose, will it snow on friday?	date&location&weather_attribute
3502	schedule my doctors appointment on the 12th	date&event
3503	i need the closest parking garage. 	poi_type
3504	let's go to dish parking. 	poi
3505	tell me what the temperature will be like for the next week	date&weather_attribute
3506	i need weekly temperature information for the city of corona.  	date&location&weather_attribute
3507	i need a pizza place within 4 miles.	distance&poi_type
3508	ouch, patience.. please pick a quick route to go there, thank you!	poi
3509	what time is the swimming party and who is attending?	event
3510	give me directions to the nearest parking garage	distance&poi_type
3511	can you schedule dinner with tom at 6pm today?	event&party&time
3512	will it rain in redwood city this weekend?	date&location&weather_attribute
3513	check today's weather	date
3514	new york.	location
3515	info about meeting. 	event
3516	remind me there's a football game on the 12th	date&event
3517	for 3pm please. 	time
3518	i need a route to a gas station and avoid heavy traffic. 	poi_type&traffic_info
3519	do you know who's coming for tennis? and when is it taking place?	event
3520	find the fastest direction to home	poi_type
3521	give me directions to my house	poi
3522	it should be the closest address.	distance
3523	yes.	poi
3524	where is the closest parking garage?	distance&poi_type
3525	what is the date of my next yoga class	event
3526	when is my swimming activity and who is attending?	event
3527	where is a parking garage without heavy traffic?	poi_type&traffic_info
3528	please pick a route to avoid all heavy traffic and let's go there, thanks!	poi&poi_type&traffic_info
3529	what is the forecast for the city this week	date
3530	i want to know if it will be stormy in new york this week	date&location&weather_attribute
3531	will it rain in chicago next week?	date&location&weather_attribute
3532	what is the date and time for my optometrist appointment?	event
3533	remind me about swimming with jeff later this week at 4 pm.	date&event&party&time
3534	what's the weather supposed to be like in new york city this week	date&location
3535	will it be hot in new york?	location&weather_attribute
3536	please find me directions to a nearby place i can get some coffee	distance&poi
3537	give me the shortest route please. 	address&distance&poi_type&traffic_info
3538	is it going to rain in the next 7 days	date&weather_attribute
3539	fresno	location
3540	will it be overcast in boston on saturday?	date&location&weather_attribute
3541	what's it going to be like in san jose	location
3542	please schedule me a yoga activity with tom on the 4th at 5pm.	date&event&party&time
3543	find out if it's going to be cloudy next week	date&weather_attribute
3544	redwood city	location
3545	how do i get to the nearest restaurant	distance&poi_type
3546	pick the fastest route and let's go there car!	distance
3547	i need a hospital quick!	poi_type
3548	that sounds good. give me the route. 	address&poi&poi_type
3549	where can i get chinese food?	poi_type
3550	what's the temperature going to be this week	date&weather_attribute
3551	i'm in grand rapids.	location
3552	remind me to go get a shot tomorrow	date&event
3553	check today's weather	date
3554	will it be overcast in mountain view?	location&weather_attribute
3555	how warm is it outside right now	date&location&weather_attribute
3556	i'm in redwood city	location
3557	will it be clear in atherton tuesday?	date&location&weather_attribute
3558	please tell me if there will be any update!	date&location
3559	will it rain this week	date&weather_attribute
3560	los angeles please and thank you.	location
3561	where is the closest parking garage?	distance&poi_type
3562	yes set the gps tio the fastest route with no traffic	distance&poi&traffic_info
3563	where can i get gas?	poi_type
3564	menlo park, find out if it will rain today.	date&location&weather_attribute
3565	please schedule a game of tennis with my friend for next week	date&event&party
3566	who is coming with me to my doctor appointment	event
3567	what time is my appointment?	event
3568	what is today's weather forecast	date
3569	grand rapids.	location
3570	which one is gonna be the lowest temperature in brentwood on saturday?	date&location&weather_attribute
3571	check calendar for when my doctor's appointment is	event
3572	where is the closest hospital?	distance&poi_type
3573	what is the address?	distance&poi&poi_type
3574	what is the traffic like on the route? i'd like the quickest route available.	distance
3575	what is the address for my friends house?	poi_type
3576	is tom's house within 5 miles from where i am now?	distance&poi
3577	mmm, patience, then set the gps to go there and pick the quickest available route	distance
3578	what time is my lab appointment and who will be attending it?	event
3579	i need gas!	poi_type
3580	what is the temperature outside	location&weather_attribute
3581	i need the current temperature for atherton, please. 	date&location
3582	i need the address to my friend's home.	poi_type
3583	is it within 4 miles distance?	distance
3584	what's the weather forecast for today and tomorrow	date
3585	san francisco, please. will it drizzle?	location&weather_attribute
3586	give me directions to nearest mall	distance&poi
3587	give me the fastest route please	distance
3588	check the weather for today	date
3589	brentwood, please	location
3590	please tell me if it is hot today.	date&weather_attribute
3591	car what is the date and time of my next appointment with my optometrist	event
3592	what grocery stores are around?	poi_type
3593	please give me the fastest route	distance
3594	direct me to the nearest starbucks	distance&poi&poi_type
3595	yes please.	poi
3596	car i desire to eat in some good pizza restaurant: which one is the nearest?	distance&poi_type
3597	i have a dentist appointment on the 12th of this month	date&event
3598	it is at 2 pm, schedule it with my sister please.  	date&event&party&time
3599	where is the nearest grocery store located?	distance&poi_type
3600	is it the quickest route?	distance
3601	then let's go there, thank you!	distance&poi&poi_type&traffic_info
3602	schedule a tennis activity with martha for the end of march at 9am.	date&event&party&time
3603	will it rain this week	date&weather_attribute
3604	menlo park	date&location&weather_attribute
3605	is it going to be cloudy in the next 7 days	date&weather_attribute
3606	chicago.	location
3607	car i need to rest, please find some rest stop near me in the direction we're going now	distance&poi_type
3608	which is closer in distance?	distance
3609	please send me the quickest way to get there, thank you!	poi
3610	i need directions to my house and avoid all heavy traffic	poi&traffic_info
3611	yes i have to go home. 	poi
3612	will there be snow on wednesday in oakland?	date&location&weather_attribute
3613	give me a location to a local parking lot	distance&poi_type
3614	where's the nearest produce stand	distance&poi
3615	could you please show me the fastest route to go there?	distance
3616	schedule conference with vice president. 	event&party
3617	schedule this conference for later this week please, at 9 am with my vice president. 	date&event&party&time
3618	i want it scheduled for wednesday.	date
3619	check today's forecast for rain	date&weather_attribute
3620	oakland for today.	date&location&weather_attribute
3621	find a pizza restaurant that is open near me.	distance&poi_type
3622	what has the least traffic?	traffic_info
3623	is it going to be foggy in compton in the next 7 days?	date&location&weather_attribute
3624	car i'm desiring to eat chinese food!	poi_type
3625	which is closer?	distance
3626	what's the forecast for the city this week	date
3627	in exeter, will there be a blizzard this week?	date&location&weather_attribute
3628	what is the temperature outside	weather_attribute
3629	san mateo right now.	date&location
3630	take me to the nearest chinese restaurant	distance&poi
3631	find some places downtown where i can park	poi_type
3632	is it going to be cloudy this week	date&weather_attribute
3633	san mateo.	location
3634	will it be frost in san jose tomorrow?	date&location&weather_attribute
3635	what hospitals are here?	poi_type
3636	is the traffic bad to get there?	traffic_info
3637	ok sounds good. set the gps for there please.	poi
3638	will it rain next week	date&weather_attribute
3639	san jose	location
3640	car, set a reminder for a conference at 6 pm. i need it on the 1st with my boss.	date&event&party&time
3641	what is the weather in new york city	location
3642	will it hail anytime soon?	location&weather_attribute
3643	car i'm desiring to eat at some chinese restaurant: is there anything within 2 miles?	distance&poi_type
3644	that's great! please send me the route on screen and avoid all heavy traffic	address&traffic_info
3645	please make an appointment on tuesday for me to see the doctor	date&event
3646	when is my optometrist appointment? 	event
3647	when is my scheduled appointment for my lab	event
3648	give me saturday's weather report for menlo park	date&location
3649	schedule a meeting for today	date&event
3650	tell me the weather for this week	date
3651	i am in durham.	date&location
3652	so this week in durham will it be humid at all?	date&location&weather_attribute
3653	please tell me the weather for today and what the weather will be tomorrow	date
3654	in brentwood, will it be cloudy?	location&weather_attribute
3655	give me directions to the closest chinese food restaurant	distance&poi_type
3656	pick a route with no traffic and let's go there!	traffic_info
3657	when is my football activity and who is attending?	event
3658	please check the weather for this week	date
3659	will it rain in san mateo?	location&weather_attribute
3660	what time is my tennis match for this saturday	date&event
3661	that would be great!	event
3662	will it be misty in seattle at any point in the next 7 day period? 	date&location&weather_attribute
3663	is it going to be foggy in camarillo this weekend?	date&location&weather_attribute
3664	what is the temperature in danville this week? 	date&location&weather_attribute
3665	can you find out the parties attending and the date for the day i take my medicine?	event
3666	find me a place where i can buy coffee or tea	poi_type
3667	is it closest to my current location?	distance
3668	yes, please, just pick a route to avoid all heavy traffic	traffic_info
3669	set a reminder for 10	agenda&time
3670	set the reminder for 10 am.	time
3671	i need a reminder about a lab appointment. 	event
3672	please set a reminder for my lab appointment	event
3673	set it at 1 pm on december 10th, with marie. 	date&event&party&time
3674	schedule a football activity with tom on the 4th at 6pm.	date&event&party&time
3675	what is the time and date of my football activity?	event
3676	the one on sunday.	date&event
3677	11 am	time
3678	it's going to be raining so i have to drive slow	weather_attribute
3679	mountain view.	location
3680	is it humid over the next two days	date&weather_attribute
3681	new york. 	location
3682	confirm meeting for 4:50 pm on the 12th	date&event&time
3683	what is the forecast for today's weather	date
3684	find out if it is going to be raining in los angeles today please. 	date&location&weather_attribute
3685	whats the two day forecast for new york, does it say it will be hot?	date&location&weather_attribute
3686	what time is my meeting tomorrow and what is the agenda	event
3687	find me a hotel somewhere near my current location	distance&poi_type
3688	what is the weather going to be like tomorrow show me the 7 day forecast	date&weather_attribute
3689	seattle	location
3690	remind me about my doctor's appointment at 1pm on thursday, with tom	date&event&party&time
3691	thursday, at 1pm. 	date&time
3692	what is the date and time of dinner?	event
3693	schedule a reminder to take medicine with my brother on friday at 3pm.	agenda&date&event&party&time
3694	schedule a swimming activity with ana for the 1st at 2pm.	date&event&party&time
3695	i need tea.	poi_type
3696	remind me to take my pills	event
3697	what gas stations are here?	poi_type
3698	that's good! please pick the quickest route to get there and avoid all heavy traffic!	distance&traffic_info
3699	what's the temperature going to be like on friday	date&weather_attribute
3700	alhambra	location
3701	and the temperature?	weather_attribute
3702	give me directions to the closest grocery store	poi_type
3703	i need the one that avoids all heavy traffic.	traffic_info
3704	what will the weather in fresno be in the next 48 hours?	date&location
3705	where is home 	poi&poi_type
3706	okay, how far away am i and send me the quickest route	distance
3707	thank you very much car!	distance&poi&poi_type
3708	where is the closest grocery store	distance&poi_type
3709	safeway.	poi
3710	give me directions to the closest grocery store	distance&poi_type
3711	what is the next closest location?	distance
3712	ok, well make a route to the willows market then, try to avoid the car accident. 	distance&poi&poi_type
3713	where does my friend live?	poi
3714	i was thinking about something that happened to jill yesterday, long story.. please pick a quick route to get there, thank you!	distance
3715	what is the highest temperature in brentwood over the next two days?	date&location&weather_attribute
3716	set reminder for dinner at 11am with mom on friday	date&event&party&time
3717	what time is dinner tonight	event
3718	what are the directions to the closest parking garage	distance&poi_type
3719	give me directions to the nearest shopping center	distance&poi_type
3720	find the address to a hospital or clinic.	poi_type
3721	is it going to snow this week	date&weather_attribute
3722	corona	location
3723	i need a reminder for dinner. 	event
3724	set my reminder for dinner at 7 pm, for the 6th of this month with my beloved marie. 	date&event&party&time
3725	will it be warm in compton on wednesday?	date&location&weather_attribute
3726	set me a reminder for football activity at 1pm, this month on the 11th, with marie. 	date&event&party&time
3727	set an appointment for swimming	event
3728	i need gas.	poi_type
3729	can i have some route details? i would like to avoid any heavy traffic there	traffic_info
3730	take me to my friend's house	poi&poi_type
3731	what about the address of my home.	address&poi&poi_type
3732	where can i go shopping?	poi_type
3733	does the forecast call for snow today	date&weather_attribute
3734	cleveland. 	location
3735	get me directions to a local cafe	distance&poi_type
3736	yes.	poi
3737	schedule conference with sales team on the 11th of this month 9am 	date&event&party&time
3738	what time is my doctor apartment and who is it with?	event&party
3739	the one on wednesday.	date&event
3740	and how about the one on the 5th?	date&event
3741	what's the weather forecast for today and tomorrow	date
3742	los angeles	location
3743	give me directions to the nearest shopping mall	distance&poi_type
3744	yes please that sounds perfect. 	poi
3745	find me the quickest route to the grocery store. 	poi_type&traffic_info
3746	ok, please give me the address and directions via the quickest route. 	distance&poi&poi_type&traffic_info
3747	give me the forecast for the next 7 days	date
3748	downtown chicago	location
3749	car, find the date and time for my tennis activity.	event
3750	schedule meeting	event
3751	i need it for saturday at 1pm with sales team to go over budget.	agenda&event&party&time
3752	what is the weather going to be today and tomorrow	date
3753	i want to know if it will drizzle in durham	date&location&weather_attribute
3754	check forecast for today and tomorrow	date
3755	mountain view	location
3756	what's the weather going to be like this week	date
3757	will it be hot in brentwood?	location
3758	where is a nearby parking garage?	distance&poi_type
3759	will there be drizzle in redwood city this weekend?	date&location&weather_attribute
3760	car please send me the fastest route to go back home	distance&poi_type
3761	please send me the fastest route on screen and let's go there, thank you!	distance&poi
3762	make an appointment for the doctor on the 12th	date&event
3763	set it at 7 pm please. 	time
3764	what is the temperature for the next 7 days weather forecast	date
3765	compton.	location
3766	what will be the highest temperature on friday in mountain view?	date&location&weather_attribute
3767	remind me about my yoga activity with mother on the 15th of this month, it is at 3 pm.	date&event&party&time
3768	schedule it for 3 pm.	event&time
3769	what time is my next tennis activity and who will be attending?	event
3770	car i need a hospital, please send me a quick route to the one near me in the direction we're driving	distance&poi_type
3771	please pick a quick route and let's go there, thank you!	address&poi
3772	schedule a swimming activity on monday the 1st with my father at 4pm.	date&event&party&time
3773	will there be clear skies in danville on thursday?	date&location&weather_attribute
3774	is it gonna snow in durham during the week?	date&location&weather_attribute
3775	what is the weather like this week	date
3776	cleveland.	location
3777	will it be dry in new york on wednesday?	date&location&weather_attribute
3778	check weather forecast for seattle	location
3779	please tell me the forecast in seattle this week.	date&location
3780	find me a chinese restaurant with a no traffic route. 	poi_type&traffic_info
3781	please pick a route with no traffic to get there, thanks!	traffic_info
3782	can you find me a chinese restaurant that is within 5 miles?	distance&poi_type
3783	how is the traffic to there?	traffic_info
3784	what is the weather forecast for the weekend	date
3785	will it be humid in fresno during the next week?	date&location&weather_attribute
3786	find out the parties joining me and date for my doctor appointment.	event
3787	when's my tennis match	event&time
3788	when is my dentist appointment, the date and time?	event
3789	will it rain next week	date&weather_attribute
3790	los angeles, please	location
3791	will it be warm in grand rapids on saturday?	date&location&weather_attribute
3792	i need directions to a local fast food restaurant please	distance&poi&poi_type
3793	please give me the address and directions to whichever restaurant is on a route where i can avoid heavy traffic. 	traffic_info
3794	get me the weather report for this week	date
3795	what will be the temperature in manhattan on wednesday?	date&location&weather_attribute
3796	tell me all the events and meetings scheduled on my calendar for today	event
3797	what's the weather like today and tomorrow	date
3798	i need to know if it is going to be foggy in fresno today and tomorrow car.	date&location&weather_attribute
3799	will there be drizzle in cleveland tomorrow?	date&location&weather_attribute
3800	tell me the weather report in durham for this week	date&location
3801	the entire week.	date
3802	schedule a conference with the vice president on the 5th at 11am.	date&event&party&time
3803	when is my dentist appointment	event
3804	please give me the address and directions via the fastest route to a pizza restaurant within 4 miles of me. 	distance&poi_type&traffic_info
3805	ok, please direct me there via the fastest route. 	distance
3806	pick a route with no traffic and let's go there, thank you!	poi&traffic_info
3807	yes, patience, i need to get there anyway.. thank you car, send the info on my screen please!	address&poi&poi_type&traffic_info
3808	car i need to go back home, it's in the area, please pick a route with no traffic	poi_type&traffic_info
3809	what is my address?	address
3810	set gps for a route home with zero to no traffic.	poi_type&traffic_info
3811	where can i get tea?	poi
3812	yes.	poi
3813	is it going to be overcast or cloudy at all any day this week	date&weather_attribute
3814	i need this forecast information for the city of carson. 	location
3815	i need shopping center. 	poi
3816	yes, please.	address&distance&poi_type
3817	grand rapids.	location
3818	schedule a football activity with ana for today at 11am.	date&event&party&time
3819	make a note that at 5 pm on the 12th i have yoga	agenda&date&event&time
3820	what is the weather like right now	date
3821	please check exeter: is it humid?	location&weather_attribute
3822	will it be raining this week in redwood city?	date&location&weather_attribute
3823	what is the weather going to be like tomorrow show me the 7 day forecast	date
3824	fresno: there will be hail tomorrow?	date&location&weather_attribute
3825	so no hail tomorrow in fresno?	date&location&weather_attribute
3826	what is the weather like in the city	location
3827	what is the weather in compton on sunday?	date&location
3828	what's the temperature going to be like today and tomorrow	date&weather_attribute
3829	seattle	location
3830	is there a parking garage within 2 miles?	distance&poi_type
3831	that's great! please pick the quickest route and send me the address on screen, thank you!	distance
3832	find starbucks	poi
3833	is is the quickest one available? i really need my morning coffee!	distance
3834	where is the starbucks?	distance&poi&poi_type&traffic_info
3835	will it be foggy on tuesday in redwood city?	date&location&weather_attribute
3836	directions to the mall	poi_type
3837	thank you car, please pick the fastest route	poi&traffic_info
3838	what time do i go to yoga and who is going with me?	event
3839	check the date and time of my doctor's appointment	event
3840	car i need to get to a gas station, please show me the nearest one	distance&poi_type
3841	please pick the fastest route to get there	distance
3842	i want to find the agenda, location, and time for my meeting.	event
3843	take me to the parking garage closest to my destination	distance&poi_type
3844	schedule a swimming activity with jon for december 10th at 3pm.	date&event&party&time
3845	i would like to know who is attending my meeting and when it is. 	event
3846	is it going to snow this week	date&weather_attribute
3847	mountain view, please!	location
3848	i need to schedule a doctor's appointment	event
3849	it's at 1 pm today.	date&time
3850	show me the nearest shopping mall	distance&poi_type
3851	direction please.	address&distance&poi&poi_type
3852	car i need a rest stop in the area, please pick something and avoid all heavy traffic	poi&traffic_info
3853	can you find out for me the date and parties attending my dinner?	event
3854	look up san francisco's two day weather info to see if it will be warm	date&location&weather_attribute
3855	i need to find out the date and time for my lab appointment. 	event
3856	is it going to rain in the next 7 days	date&weather_attribute
3857	in san francisco	location
3858	what's the weather like today and tomorrow	date
3859	seatlle, i want to know if it will be foggy today and tomorrow.	date&location&weather_attribute
3860	show me the weather for the next 7 days	date
3861	will it be humid in compton?	location&weather_attribute
3862	where does my friend live?	poi_type
3863	remind me to watch the football game on the 1st	date&event
3864	at 2 pm please.	time
3865	check doctor's appointment date	event
3866	give me weather forecast for today	date
3867	downtown chicago, please	date&location&weather_attribute
3868	which temperature there will be in alhambra on thursday?	date&location&weather_attribute
3869	i am in durham.	location
3870	will there be a blizzard?	location&weather_attribute
3871	what's the weather like in new york	location
3872	i need to know about friday please. 	date
3873	schedule taking medicine at 6 pm on the 13th of next month with my brother. 	date&event&party&time
3874	is it cloudy in cleveland today?	date&location&weather_attribute
3875	i need the closest hospital. 	distance&poi_type
3876	yes, please give me directions via the route with no traffic.	poi&traffic_info
3877	info about football please. 	event
3878	take me to the nearest grocery store	distance&poi_type
3879	yes.	poi
3880	thank you car, pick a route with no traffic and let's go there!	poi&traffic_info
3881	where is the nearest grocery store with no traffic?	poi
3882	yes please set the gps for there. 	address&distance&poi&poi_type&traffic_info
3883	is it currently hailing in manhattan? 	date&location&weather_attribute
3884	is it going to be cloudy this week	date&weather_attribute
3885	boston	date&location&weather_attribute
3886	check weather for new york city	location
3887	i need current weather data about new york, specifically information about the temperature. 	date&location&weather_attribute
3888	what's the temperature going to be like this week	date&weather_attribute
3889	i'm in manhattan	date&location&weather_attribute
3890	set a reminder for me to take my medicine at 9am on sunday with by brother frank.	date&event&party&time
3891	i need to know my conference agenda, date and who is attending. 	event
3892	where does my friend live?	poi_type
3893	get me directions to the nearest starbucks	poi
3894	any coffee shops locally?	distance&poi_type
